BASKETID,BASKETTYPE,DIRECTION,FID,LOCATION_DESCRIPTION,OWNERTYPE,SECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY,STREETNAME1,STREETNAME2,point
10520149,H,Direction TBD,2154,Location Description T/K,B,MN052,989652.6713,215174.2757,989674.2612,215213.1465,Street Name TBD,,POINT (-73.98050021299997 40.75728675000005)
30350081,R,SE,22813,SE corner of PATCHEN AV and LAFAYETTE AV,D,BKN035,1004273.044,191561.0447,1004242.784,191587.5434,PATCHEN AV,LAFAYETTE AV,POINT (-73.92779744899997 40.69245315500007)
40840016,S,NE,10605,NE corner of PARSONS BLVD and 75 RD,D,QE084,1036755.505,203836.0081,1036751.22,203786.4002,PARSONS BLVD,75 RD,POINT (-73.81056876899999 40.726011853000045)
40550001,S,W,16689,W corner of GRAND AV and 69 LA,D,QW055,1013770.704,204248.5161,1013804.163,204237.4656,GRAND AV,69 LA,POINT (-73.89349286299995 40.727250652000066)
40420026,H,SW,17475,SW corner of 92 ST and 57 AV,P,QW042,1020312.686,207160.2163,1020341.234,207223.5587,92 ST,57 AV,POINT (-73.86987428499998 40.735218297000074)
10310205,R,NW,37274,NW corner of BOWERY and PELL ST,D,MN031,985009.9955,199685.4632,985023.8862,199656.5427,BOWERY,PELL ST,POINT (-73.997259951 40.71477539400007)
40230089,H,NE,5924,NE corner of VERNON BLVD and 47 RD,D,QW023,997249.7903,210668.0046,997189.8557,210643.6076,VERNON BLVD,47 RD,POINT (-73.95308671299995 40.74491026900006)
20510032,H,W,15770,W corner of W 183 ST and AQUEDUCT AV E,D,BX051,1009926.207,252329.7641,1009973.627,252358.388,W 183 ST,AQUEDUCT AV E,POINT (-73.90717970899993 40.85923260700008)
10520604,S,SE,2518,SE corner of CENTRAL PARK S and 7 AV,D,MN052,990075.2164,218591.3939,990066.3499,218618.3847,CENTRAL PARK S,7 AV,POINT (-73.97897205299995 40.76666559500006)
31710018,H,S,10136,S corner of CLARKSON AV and E 94 ST,D,BKN171,1005740.594,179514.9127,1005753.038,179555.179,CLARKSON AV,E 94 ST,POINT (-73.92254380799994 40.65938580300008)
10210056,S,NW,207,NW corner of CANAL ST and GREENE ST,D,MN021,983348.9168,201815.5741,983345.2495,201778.1887,CANAL ST,GREENE ST,POINT (-74.00325216599998 40.72062202500007)
10730175,H,SW,8931,SW corner of COLUMBUS AV and W 82 ST,B,MN073,991372.9329,224837.1544,991395.3856,224875.3705,COLUMBUS AV,W 82 ST,POINT (-73.97428059599997 40.78380762000006)
31310033,S,NW,15672,NW corner of 86 ST and W 9 ST,D,BKS131,989790.7474,155593.1495,989804.7586,155570.603,86 ST,W 9 ST,POINT (-73.98005079099994 40.593749925000054)
50120150,H,Direction TBD,20571,Location Description T/K,D,SI012,955935.6203,169106.8403,955926.5201,169163.3596,Street Name TBD,,POINT (-74.10201005199997 40.630798705000075)
10920094,S,SW,2881,SW corner of AMSTERDAM AV and W 139 ST,D,MN092,997907.6279,238538.354,997947.1376,238548.7356,AMSTERDAM AV,W 139 ST,POINT (-73.950656 40.82140597500006)
20610080,S,S,23479,S corner of E 184 ST and 3 AV,D,BX061,1014589.015,250533.0377,1014613.716,250545.8802,E 184 ST,3 AV,POINT (-73.89033139699995 40.854286341000034)
31520020,S,SW,18247,SW corner of AV U and E 26 ST,D,BKS152,999292.8948,157802.9879,999320.2126,157852.6138,AV U,E 26 ST,POINT (-73.94583135999994 40.59980445300005)
10630192,S,NE,4166,NE corner of 3 AV and E 47 ST,D,MN063,992053.4493,213966.9222,992013.098,213960.1591,3 AV,E 47 ST,POINT (-73.97183587599994 40.75397107900005)
30120031,S,E,19814,E corner of BROADWAY and HOOPER ST,D,BKN012,997073.1463,196895.182,997024.315,196905.2001,BROADWAY,HOOPER ST,POINT (-73.95375044299993 40.70710747600004)
10710011,S,,4713,Unknown corner on WEST END AV,D,MN071,988382.081,223207.3834,988390.408,223165.492,,WEST END AV,POINT (-73.98508154099994 40.77933623400003)
50340014,R,SW,18736,SW corner of RICHMOND AV and GENESEE AV,O,SI034,937504.1338,140636.0951,937527.3113,140656.93,RICHMOND AV,GENESEE AV,POINT (-74.16821631799996 40.55257425900004)
30210221,C,NW,17337,NW corner of FLATBUSH AV EX and FULTON ST,B,BKN021,989408.7321,190377.3709,989454.8419,190327.0636,FLATBUSH AV EX,FULTON ST,POINT (-73.98139972799999 40.68922538800007)
20620170,S,Direction TBD,42170,Location Description T/K,D,BX062,1013196.615,247631.5113,1013202.178,247674.2647,Street Name TBD,,POINT (-73.89537719299994 40.846327189000085)
10740031,R,NE,5142,NE corner of AMSTERDAM AV and W 95 ST,O,MN074,992393.697,228339.4673,992356.4697,228327.5257,AMSTERDAM AV,W 95 ST,POINT (-73.97059037999998 40.79341964900004)
41030020,R,E,13036,Median at E corner of ROCKAWAY BLVD and 116 AV,O,QE103,1035165.748,185573.1729,1035126.09,185554.9501,ROCKAWAY BLVD,116 AV,POINT (-73.81644244499995 40.67589404000006)
30210114,H,SW,10761,SW corner of WILLOUGHBY ST and BRIDGE ST,B,BKN021,988295.652,191401.6307,988312.8921,191432.629,WILLOUGHBY ST,BRIDGE ST,POINT (-73.98541273499995 40.69203732400007)
10430021,R,NE,20930,NE corner of 11 AV and W 57 ST,D,MN043,986714.4232,219945.9667,986682.4623,219933.2574,11 AV,W 57 ST,POINT (-73.99110423099995 40.77038512100006)
20810041,S,Direction TBD,34702,Location Description T/K,D,BX081,1011141.425,256565.3268,1011184.465,256548.0117,Street Name TBD,,POINT (-73.90276959699997 40.870854320000035)
11010252,H,SE,3126,SE corner of MANHATTAN AV and W 112 ST,B,MN101,995708.0922,231564.5638,995693.461,231611.7973,MANHATTAN AV,W 112 ST,POINT (-73.95861489499998 40.80226798700006)
10430220,S,Direction TBD,1615,Location Description T/K,D,MN043,987123.0923,216291.5822,987139.4617,216321.885,Street Name TBD,,POINT (-73.98963038899996 40.76035465500007)
20530083,C,SE,22046,SE corner of E FORDHAM RD and MARION AV,B,BX053,1013892.108,253243.071,1013889.078,253254.4279,E FORDHAM RD,MARION AV,POINT (-73.89283860199998 40.86172693300006)
10840138,H,SW,3713,SW corner of YORK AV and E 85 ST,B,MN084,998689.0357,221713.9044,998719.6065,221722.8703,YORK AV,E 85 ST,POINT (-73.94786892199994 40.775226201000066)
30120083,R,S,16961,S corner of BEDFORD AV and N 8 ST,O,BKN012,996145.2213,200936.0729,996134.5431,200980.9039,BEDFORD AV,N 8 ST,POINT (-73.95709017699994 40.71820005600006)
31320370,E,Direction TBD,70409,Location Description T/K,D,BKS132,989298.1966,148469.9836,989263.3163,148465.5269,Street Name TBD,,POINT (-73.98182964599994 40.574198538000076)
30830147,S,NE,21138,NE corner of UTICA AV and DEAN ST,D,BKN083,1003589.435,185550.5515,1003563.865,185522.0306,UTICA AV,DEAN ST,POINT (-73.93027982399997 40.67595724500006)
31520041,S,SW,19375,SW corner of AV U and E 22 ST,D,BKS152,998243.5448,157651.9069,998271.9962,157702.1023,AV U,E 22 ST,POINT (-73.94961042399996 40.59939148500007)
11240016,S,NE,6490,NE corner of DYCKMAN ST and PAYSON AV,D,MN124,1004045.707,255059.4401,1003994.055,255067.6789,DYCKMAN ST,PAYSON AV,POINT (-73.92843016099994 40.86673988500007)
40320054,S,NE,15419,NE corner of 37 AV and 89 ST,D,QW032,1018146.99,212751.7875,1018121.441,212727.6586,37 AV,89 ST,POINT (-73.87766070899994 40.750574318000076)
20820108,S,W,9989,W corner of WALDO AV and W 238 ST,D,BX082,1010685.931,262461.543,1010716.427,262458.6484,WALDO AV,W 238 ST,POINT (-73.90439326799998 40.88703897500005)
30710009,S,NE,21710,NE corner of FT HAMILTON PKWY and E 3 ST,D,BKS071,990284.8291,175601.4192,990267.7964,175568.7336,FT HAMILTON PKWY,E 3 ST,POINT (-73.97825386099998 40.64866813700007)
10610115,S,Direction TBD,18886,Location Description T/K,D,MN061,990082.4083,208956.0884,990058.4645,208969.3629,Street Name TBD,,POINT (-73.97895444599999 40.74021911600005)
10630171,S,SE,3974,SE corner of 3 AV and E 49 ST,D,MN063,992256.5266,214346.2771,992249.1671,214381.9955,3 AV,E 49 ST,POINT (-73.97110244199996 40.75501213000007)
10810232,H,NW,3625,NW corner of 3 AV and E 61 ST,B,MN081,993732.1474,217268.7332,993735.7651,217224.749,3 AV,E 61 ST,POINT (-73.96577216999998 40.76303206600005)
31030029,S,N,18615,N corner of 3 AV and 94 ST,D,BKS103,974971.2715,164474.2872,974982.8204,164445.908,3 AV,94 ST,POINT (-74.03342369099994 40.61812371000008)
21110087,H,S,7971,S corner of BRONXDALE AV and MORRIS PARK AV,D,BX111,1023119.231,247672.755,1023125.874,247714.4685,BRONXDALE AV,MORRIS PARK AV,POINT (-73.85951283299994 40.846402288000036)
20310155,R,N,11303,N corner of E 169 ST and FULTON AV,O,BX031,1010954.502,242576.1504,1010963.283,242516.0144,E 169 ST,FULTON AV,POINT (-73.90350117599996 40.83245876500007)
40130020,S,E,18213,E corner of CRESCENT ST and 34 AV,D,QW013,1003583.48,216630.6167,1003523.127,216624.7243,CRESCENT ST,34 AV,POINT (-73.93021202799997 40.76126454800004)
21010002,S,SE,21518,SE corner of CITY ISLAND AV and FORDHAM ST,D,BX101,1043416.254,247963.1954,1043351.237,248020.0453,CITY ISLAND AV,FORDHAM ST,POINT (-73.78614912599994 40.84708678700009)
30650108,S,W,16708,W corner of 5 AV and 10 ST,D,BKS065,987837.8268,182836.0478,987878.4671,182858.3811,5 AV,10 ST,POINT (-73.98706822199995 40.668526935000045)
10610082,S,NW,18871,NW corner of 1 AV and E 20 ST,D,MN061,989798.6989,207144.2308,989796.3045,207100.9733,1 AV,E 20 ST,POINT (-73.97997974199995 40.73524619700004)
10430270,H,NW,1478,NW corner of 8 AV and W 48 ST,B,MN043,987835.2307,216683.8187,987824.2612,216579.3369,8 AV,W 48 ST,POINT (-73.98705955899999 40.761430983000025)
30330033,R,NW,23623,NW corner of THROOP AV and LAFAYETTE AV,D,BKN033,1000137.548,191037.9297,1000166.841,191008.9323,THROOP AV,LAFAYETTE AV,POINT (-73.94271146299998 40.69102571400004)
10420248,H,Direction TBD,1307,Location Description T/K,B,MN042,985778.6616,213333.932,985826.0525,213419.7482,Street Name TBD,,POINT (-73.99448407999995 40.752236992000064)
20520082,R,W,23048,W corner of MORRIS AV and E 183 ST,D,BX052,1011316.418,251893.5504,1011354.188,251907.2456,MORRIS AV,E 183 ST,POINT (-73.90215573899997 40.85803117900008)
31030109,H,W,15153,W corner of 5 AV and 87 ST,B,BKS103,976750.8568,165455.9467,976793.3551,165466.0927,5 AV,87 ST,POINT (-74.02701466399998 40.620819846000074)
40940005,S,S,15282,S corner of QUEENS BLVD and 82 RD,D,QW094,1032314.426,198758.3755,1032323.312,198832.2238,QUEENS BLVD,82 RD,POINT (-73.82662778399998 40.712100243000066)
10850129,H,SW,19947,SW corner of 1 AV and E 95 ST,D,MN085,999339.7415,224379.3177,999379.9103,224388.3406,1 AV,E 95 ST,POINT (-73.94551354699996 40.782540969000024)
30110025,R,NW,14874,NW corner of MANHATTAN AV and CLAY ST,D,BKN011,996574.7959,207675.8987,996605.8181,207649.6733,MANHATTAN AV,CLAY ST,POINT (-73.95552817099997 40.73669864900007)
10230243,H,N,5975,N corner of W 4 ST and HORATIO ST,B,MN023,983224.7556,208461.8525,983196.134,208441.0133,W 4 ST,HORATIO ST,POINT (-74.00370109999994 40.73886442400004)
10110246,C,NW,8559,NW corner of BATTERY PL and WASHINGTON ST,B,MN011,979858.2716,196164.5401,979900.6314,196134.0559,BATTERY PL,WASHINGTON ST,POINT (-74.01584122099996 40.70511023600005)
30510071,S,NE,12801,NE corner of PENNSYLVANIA AV and GLENMORE AV,D,BKN051,1013089.098,184597.019,1013072.878,184567.8396,PENNSYLVANIA AV,GLENMORE AV,POINT (-73.89603619099995 40.67331416400003)
10340149,R,NW,22462,NW corner of AV A and E 7 ST,D,MN034,988793.9013,203871.1924,988797.1694,203829.1196,AV A,E 7 ST,POINT (-73.98360762399994 40.72626308000008)
10630261,H,SE,69207,SE corner of LEXINGTON AV and E 46 ST,B,MN063,991429.6684,213907.6739,991416.7147,213946.1762,LEXINGTON AV,E 46 ST,POINT (-73.97408739799994 40.75380898600008)
20310074,S,E,10351,E corner of E 174 ST and VYSE AV,D,BX031,1015910.631,244193.6823,1015834.533,244175.5353,E 174 ST,VYSE AV,POINT (-73.88558392899995 40.83688204400005)
50360023,S,SW,26253,SW corner of ARTHUR KILL RD and ANDROVETTE ST,D,SI036,918617.3419,134172.1011,918651.6699,134195.4403,ARTHUR KILL RD,ANDROVETTE ST,POINT (-74.23611740899997 40.534712213000034)
10710254,S,NE,36007,NE corner of AMSTERDAM AV and W 59 ST,D,MN071,987776.8184,219979.6592,987721.7581,219962.7652,AMSTERDAM AV,W 59 ST,POINT (-73.98726868599994 40.77047723800007)
41360009,H,SW,20994,SW corner of MERRICK BLVD and 229 ST,D,QE136,1055900.298,185760.8999,1055980.719,185781.0786,MERRICK BLVD,229 ST,POINT (-73.74168961699996 40.676265768000064)
20310140,S,E,11149,E corner of BOSTON RD and E 168 ST,D,BX031,1011448.428,241579.0474,1011360.644,241555.99,BOSTON RD,E 168 ST,POINT (-73.90172035399996 40.82972049700004)
30510032,H,SW,9526,SW corner of E NEW YORK AV and ALABAMA AV,D,BKN051,1011960.145,185796.1983,1011966.942,185839.3068,E NEW YORK AV,ALABAMA AV,POINT (-73.90010114399996 40.676609246000055)
40160043,H,S,15591,S corner of 35 AV and 37 ST,D,QW016,1005400.869,214601.7513,1005391.243,214643.9638,35 AV,37 ST,POINT (-73.92365805399999 40.75569167100008)
40830088,H,NE,14932,NE corner of 150 ST and JEWEL AV,D,QE083,1034401.876,205863.5522,1034360.5,205789.9687,150 ST,JEWEL AV,POINT (-73.81904520099994 40.73159061300004)
31620003,S,SE,10025,SE corner of ROCKAWAY AV and MARION ST,D,BKN162,1008843.884,187613.6232,1008813.582,187637.7153,ROCKAWAY AV,MARION ST,POINT (-73.91132921399998 40.68160687000005)
21250009,S,S,10657,S corner of CONNER ST and BOSTON RD,D,BX125,1031758.459,261960.7494,1031800.246,262051.7738,CONNER ST,BOSTON RD,POINT (-73.82818606399996 40.88557617200007)
30810014,S,SE,1017,SE corner of VANDERBILT AV and ST MARKS AVENUE,D,BKN081,993023.2659,186420.3651,993000.6813,186461.8286,VANDERBILT AV,ST MARKS AVENUE,POINT (-73.96837134099997 40.678361463000044)
11120149,S,NE,8665,NE corner of MADISON AV and E 117 ST,D,MN112,999739.408,231009.0879,999693.0265,230987.8058,MADISON AV,E 117 ST,POINT (-73.94405509299997 40.80073721100007)
41420003,S,SE,13684,SE corner of ROCKAWAY BEACH BLVD and BEACH 84 ST,D,QE142,1037125.14,153402.3586,1037089.574,153426.1187,ROCKAWAY BEACH BLVD,BEACH 84 ST,POINT (-73.80963060999994 40.58758067500003)
41140037,S,S,20421,S corner of NORTHERN BLVD and BROWVALE LA,D,QE114,1057328.437,219706.6069,1057311.209,219766.8509,NORTHERN BLVD,BROWVALE LA,POINT (-73.73617237699995 40.769426433000035)
10520418,C,Direction TBD,2280,Location Description T/K,B,MN052,988560.7975,214873.4368,988587.7319,214921.5729,Street Name TBD,,POINT (-73.98444158399997 40.75646162400005)
40230005,H,SW,14402,SW corner of GREENPOINT AV and 48 ST,O,QW023,1007212.835,209816.1513,1007239.222,209875.7384,GREENPOINT AV,48 ST,POINT (-73.91713416399995 40.742551889000026)
10110358,R,SW,6387,SW corner of BROADWAY and WARREN ST,D,MN011,982297.4439,199255.3115,982340.427,199258.4628,BROADWAY,WARREN ST,POINT (-74.00704468399994 40.71359454700007)
50130157,S,Direction TBD,13922,Location Description T/K,D,SI013,948779.0237,162576.4482,948782.6857,162544.0356,Street Name TBD,,POINT (-74.127758875 40.61284839000007)
50110126,S,W,5807,W corner of TARGEE ST and STEUBEN ST,D,SI011,960202.2318,161786.2884,960249.6179,161793.5282,TARGEE ST,STEUBEN ST,POINT (-74.08661260399998 40.61071793200006)
10730057,H,SW,4373,SW corner of WEST END AV and W 86 ST,B,MN073,990302.544,226653.0182,990336.3162,226676.4004,WEST END AV,W 86 ST,POINT (-73.97814412599996 40.78879247900005)
10920033,S,SE,4782,SE corner of CONVENT AV and W 130 ST,D,MN092,997302.886,236154.4218,997286.6088,236199.8206,CONVENT AV,W 130 ST,POINT (-73.95284558799995 40.814863665000075)
10220264,S,W,6726,W corner of GREENWICH ST and CHARLES ST,D,MN022,982222.6048,206837.2744,982245.355,206810.2357,GREENWICH ST,CHARLES ST,POINT (-74.00731692799997 40.73440518500007)
10320113,R,SW,23139,SW corner of ESSEX ST and BROOME ST,D,MN032,987326.9679,200711.9904,987355.7352,200729.3949,ESSEX ST,BROOME ST,POINT (-73.98890157799997 40.71759246400006)
10520526,H,SW,2650,SW corner of 5 AV and W 49 ST,B,MN052,990350.4353,215386.127,990403.5339,215400.5712,5 AV,W 49 ST,POINT (-73.97798140399993 40.75786777400003)
31420012,S,NW,17113,NW corner of CORTELYOU RD and MARLBOROUGH RD,D,BKS142,994073.4479,172926.6552,994103.4645,172909.5132,CORTELYOU RD,MARLBOROUGH RD,POINT (-73.96460479499996 40.64132309400003)
10510361,H,SE,1666,SE corner of 7 AV and W 32 ST,B,MN051,986622.2367,212331.5186,986610.6941,212369.8342,7 AV,W 32 ST,POINT (-73.99143973399998 40.749485434000064)
10230159,H,NE,444,NE corner of UNIVERSITY PL and E 9 ST,B,MN023,985900.0449,206044.3547,985862.0473,206029.0857,UNIVERSITY PL,E 9 ST,POINT (-73.99404776099993 40.73222889400006)
10840061,H,SE,5388,SE corner of 3 AV and E 85 ST,D,MN084,996883.5357,222706.1613,996880.4209,222742.3794,3 AV,E 85 ST,POINT (-73.95438586199998 40.777952449000054)
10810063,S,NE,21949,NE corner of 5 AV and E 61 ST,D,MN081,992050.1743,218197.9967,992012.3204,218188.4643,5 AV,E 61 ST,POINT (-73.97184278799995 40.76558429900007)
40230044,H,SE,15689,SE corner of QUEENS BLVD and 44 ST,D,QW023,1006308.083,209983.6821,1006267.387,210030.0196,QUEENS BLVD,44 ST,POINT (-73.92039864399999 40.74301402200007)
30150039,S,NW,9157,NW corner of GRAHAM AV and MONTROSE AV,D,BKN015,999943.0326,197033.3835,999971.8386,197003.087,GRAHAM AV,MONTROSE AV,POINT (-73.94339890999998 40.707482182000035)
30910004,H,NW,12694,NW corner of PRESIDENT ST and KINGSTON AV,D,BKN091,1000189.659,182563.5749,1000226.974,182534.6652,PRESIDENT ST,KINGSTON AV,POINT (-73.94254359399997 40.66776543700007)
40140070,H,E,15428,E corner of 35 AV and 38 ST,O,QW014,1005691.966,214548.3541,1005637.119,214546.8708,35 AV,38 ST,POINT (-73.92260751999999 40.75554440900004)
41150010,S,NE,13669,NE corner of SPRINGFIELD BLVD and 69 AV,D,QE115,1052469.465,210380.8329,1052435.122,210297.5155,SPRINGFIELD BLVD,69 AV,POINT (-73.75380884899994 40.74386848900008)
40130006,S,N,14597,N corner of BROADWAY and CRESCENT ST,D,QW013,1004070.506,217515.319,1004072.627,217451.8978,BROADWAY,CRESCENT ST,POINT (-73.92845136899997 40.76369174900003)
30110098,R,W,57108,W corner of MANHATTAN AV and CALYER ST,D,BKN011,997103.1301,204567.4807,997173.6684,204569.8501,MANHATTAN AV,CALYER ST,POINT (-73.95362764699996 40.72816605200006)
10210470,C,NW,37257,Median at NW corner of AVE OF THE AMERICAS and BROOME ST,D,MN021,982970.2302,203211.4594,982964.2414,203161.6803,AVE OF THE AMERICAS,BROOME ST,POINT (-74.00461856999993 40.724453347000065)
50360004,R,N,14056,N corner of WOODROW RD and HUGUENOT AV,O,SI036,929440.7878,137362.0114,929427.065,137328.5443,WOODROW RD,HUGUENOT AV,POINT (-74.19720563299995 40.54354137400003)
10420314,H,,5953,Unknown median on 12 AVE,B,MN042,982274.7467,213867.8974,982258.8363,213889.9706,12 AVE,12 AVE,POINT (-74.00713084999995 40.753702503000056)
41270055,H,E,43411,E corner of GUY R BREWER BLVD and 140 AV,D,QE127,1047155.003,183665.7374,1047072.617,183709.8787,GUY R BREWER BLVD,140 AV,POINT (-73.77323733499998 40.670581499000036)
11010445,R,NW,37294,NW corner of LENOX AV and W 119 ST,D,MN101,998531.1473,232261.691,998541.8477,232223.3972,LENOX AV,W 119 ST,POINT (-73.94841655799996 40.80417729800007)
20310192,S,S,20798,S corner of E 162 ST and COURTLANDT AV,D,BX031,1007857.84,239876.0347,1007851.475,239913.6803,E 162 ST,COURTLANDT AV,POINT (-73.91470086999993 40.82505654100004)
41210133,R,NE,13047,NE corner of SUTPHIN BLVD and 88 AV,D,QE121,1037172.027,196191.376,1037149.583,196153.6497,SUTPHIN BLVD,88 AV,POINT (-73.80912611399998 40.70502673100003)
10310127,C,NE,22272,NE corner of WORTH ST and BAXTER ST,B,MN031,984158.8578,199565.0192,984140.0986,199549.8929,WORTH ST,BAXTER ST,POINT (-74.00033021799999 40.71444483600004)
20120077,S,S,8194,S corner of BROOK AV and E 148 ST,D,BX012,1007721.658,235846.2282,1007700.146,235920.4797,BROOK AV,E 148 ST,POINT (-73.91520702099996 40.81399622300006)
30210243,C,SW,17359,SW corner of JAY ST and WILLOUGHBY ST,B,BKN021,987724.5163,191426.2691,987743.0015,191457.2057,JAY ST,WILLOUGHBY ST,POINT (-73.98747224999994 40.69210519300003)
41370007,H,NE,12859,NE corner of 147 AV and BROOKVILLE BLVD,D,QE137,1055083.008,178946.5723,1055015.807,178917.9198,147 AV,BROOKVILLE BLVD,POINT (-73.74470767099996 40.657568608000076)
41210080,H,Direction TBD,11893,Location Description T/K,B,QE121,1041007.912,196709.5643,1040967.805,196689.8483,Street Name TBD,,POINT (-73.79528680499999 40.70642525900007)
21240031,S,SE,6623,SE corner of KATONAH AV and E 240 ST,D,BX124,1020857.872,267510.053,1020815.475,267547.8672,KATONAH AV,E 240 ST,POINT (-73.86757787099998 40.90085918400007)
40330014,S,NE,16030,NE corner of JUNCTION BLVD and 34 AV,D,QW033,1019556.28,214442.6194,1019532.547,214413.108,JUNCTION BLVD,34 AV,POINT (-73.87256544099995 40.75520970400004)
10620111,S,NW,5488,NW corner of 3 AV and E 32 ST,D,MN062,990029.1282,210577.111,990028.8205,210534.5688,3 AV,E 32 ST,POINT (-73.97914532199997 40.74466845500007)
31320391,E,,70430,Unknown corner on W 10 ST,D,BKS132,990424.88,148259.1422,990333.7552,148235.093,W 10 ST,W 10 ST,POINT (-73.97777416099997 40.57361910700007)
40830115,S,NW,61598,NW corner of JEWEL AV and 138 ST,D,QE083,1031973.015,204888.1506,1032017.048,204887.1273,JEWEL AV,138 ST,POINT (-73.82781582799998 40.72892681700006)
11030118,S,NE,18684,NE corner of W 135 ST and ADAM CLAYTON POWELL JR BOULEVARD,D,MN103,999947.3915,236338.84,999893.6921,236318.2052,W 135 ST,ADAM CLAYTON POWELL JR BOULEVARD,POINT (-73.94329141399999 40.81536553900003)
10720130,C,Direction TBD,3585,Location Description T/K,D,MN072,991331.6374,223465.0197,991315.1399,223435.1554,Street Name TBD,,POINT (-73.97443115999994 40.78004150700008)
10720148,C,Direction TBD,3789,Location Description T/K,D,MN072,991194.4536,223540.4877,991178.0903,223510.8615,Street Name TBD,,POINT (-73.97492642299994 40.78024875500006)
31210017,S,N,18198,N corner of FT HAMILTON PKWY and 54 ST,D,BKS121,983909.7713,171056.5385,983895.9357,171009.6285,FT HAMILTON PKWY,54 ST,POINT (-74.00122728699995 40.636195462000046)
10510040,S,SW,1286,SW corner of IRVING PL and E 16 ST,D,MN051,987549.1076,207140.2039,987597.2046,207161.0815,IRVING PL,E 16 ST,POINT (-73.98809708099998 40.73523626900004)
10510531,H,Direction TBD,2315,Location Description T/K,B,MN051,987813.8226,212257.4069,987838.7118,212302.6559,Street Name TBD,,POINT (-73.98713918299995 40.749281616000076)
20620139,S,NE,9556,NE corner of E TREMONT AV and BATHGATE AV,D,BX062,1012771.817,247867.2202,1012730.37,247848.3167,E TREMONT AV,BATHGATE AV,POINT (-73.89691157199996 40.846975523000026)
10510018,H,NW,1203,NW corner of 5 AV and W 21 ST,B,MN051,986856.6575,209054.4192,986860.0801,209006.2188,5 AV,W 21 ST,POINT (-73.99059494799997 40.74049054900007)
11220034,S,Direction TBD,6670,Location Description T/K,D,MN122,1001057.054,249451.9962,1001044.317,249418.1068,Street Name TBD,,POINT (-73.93924967899994 40.851355332000026)
21110004,H,S,6799,S corner of MORRIS PARK AV and LURTING AV,D,BX111,1024673.867,248606.7571,1024680.982,248653.302,MORRIS PARK AV,LURTING AV,POINT (-73.85388814999999 40.84895886600003)
40120006,S,Direction TBD,14603,Location Description T/K,D,QW012,1008938.439,221901.7994,1008902.755,221933.9314,Street Name TBD,,POINT (-73.91086250299998 40.77571923900007)
10110054,H,SE,4848,SE corner of WARREN ST and RIVER TER,P,MN011,979890.0373,200652.3934,979874.533,200711.2158,WARREN ST,RIVER TER,POINT (-74.01572955799999 40.71742834400004)
41420139,H,Direction TBD,13947,Location Description T/K,P,QE142,1033077.003,151129.1847,1033082.475,151114.6277,Street Name TBD,,POINT (-73.82422184199999 40.581364498000035)
20120101,S,SW,6031,SW corner of ST ANN'S AV and E 143 ST,D,BX012,1007635.824,234498.8063,1007688.369,234506.2374,ST ANN'S AV,E 143 ST,POINT (-73.91552180399998 40.810298154000066)
11110217,H,NW,21441,NW corner of 2 AV and E 96 ST,D,MN111,998874.5505,225085.8793,998881.4373,225059.6562,2 AV,E 96 ST,POINT (-73.94719177699994 40.78448107500003)
31430007,S,W,17036,W corner of FLATBUSH AV and FARRAGUT RD,D,BKS143,997713.2142,171047.7003,997756.9054,171040.3929,FLATBUSH AV,FARRAGUT RD,POINT (-73.95149344399994 40.63616098000006)
10750030,S,NE,4759,NE corner of W 104 ST and RIVERSIDE DR,D,MN075,992355.3155,231113.9013,992296.1581,231106.2603,W 104 ST,RIVERSIDE DR,POINT (-73.97072564699994 40.80103475300007)
41380045,S,SE,15534,SE corner of S CONDUIT AV and SPRINGFIELD BLVD,D,QE138,1051420.216,181792.0325,1051396.696,181845.9224,S CONDUIT AV,SPRINGFIELD BLVD,POINT (-73.75788055999993 40.66540728200005)
50330035,S,Direction TBD,18369,Location Description T/K,D,SI033,942532.8472,139871.6947,942488.8583,139906.6369,Street Name TBD,,POINT (-74.15011582899996 40.55050120900006)
31510019,S,NE,11385,NE corner of KINGS HWY and E 8 ST,D,BKS151,994106.4084,160304.8897,994091.9685,160270.0466,KINGS HWY,E 8 ST,POINT (-73.96450445599999 40.60667895000006)
30510027,S,SW,9509,SW corner of PENNSYLVANIA AV and BELMONT AV,D,BKN051,1013176.182,183568.0525,1013198.085,183594.3409,PENNSYLVANIA AV,BELMONT AV,POINT (-73.89572666799995 40.670489599000064)
30220110,S,S,11128,S corner of SMITH ST and DEAN ST,D,BKN022,987030.5981,189620.3892,987018.1637,189672.229,SMITH ST,DEAN ST,POINT (-73.98997528199999 40.68714871200007)
40140030,S,S,14825,S corner of 30 AV and 35 ST,D,QW014,1006929.636,218057.3979,1006914.997,218112.1983,30 AV,35 ST,POINT (-73.91812836499997 40.76517274400004)
10730076,S,SW,4576,SW corner of WEST END AV and W 90 ST,D,MN073,990829.8658,227606.5219,990858.4215,227617.806,WEST END AV,W 90 ST,POINT (-73.97623889499994 40.791409214000055)
30910099,S,NE,12971,NE corner of NOSTRAND AV and PRESIDENT ST,D,BKN091,998001.3314,182722.7051,997957.0297,182697.0034,NOSTRAND AV,PRESIDENT ST,POINT (-73.95043155499997 40.66820588400003)
